DateTime;Parking Quatre Camins plazas totales
18/01/2020 11:30;158
18/01/2020 12:00;158
18/01/2020 12:30;158
18/01/2020 13:00;158
18/01/2020 13:30;158
18/01/2020 14:00;158
18/01/2020 14:30;158
18/01/2020 15:00;158
18/01/2020 15:30;158
18/01/2020 16:00;158
18/01/2020 16:30;158
18/01/2020 17:00;157,8872583
18/01/2020 17:30;157,9816228
18/01/2020 18:00;158
18/01/2020 18:30;158
18/01/2020 19:00;158
18/01/2020 19:30;158
18/01/2020 20:00;158
18/01/2020 20:30;158
18/01/2020 21:00;158
18/01/2020 21:30;158
18/01/2020 22:00;158
18/01/2020 22:30;158
18/01/2020 23:00;158
18/01/2020 23:30;158
19/01/2020 0:00;158
19/01/2020 0:30;158
19/01/2020 1:00;158
19/01/2020 1:30;158
19/01/2020 2:00;158
19/01/2020 2:30;158
19/01/2020 3:00;158
19/01/2020 3:30;158
19/01/2020 4:00;158
19/01/2020 4:30;158
19/01/2020 5:00;158
19/01/2020 5:30;158
19/01/2020 6:00;158
19/01/2020 6:30;158
19/01/2020 7:00;158
19/01/2020 7:30;158
19/01/2020 8:00;158
19/01/2020 8:30;158
19/01/2020 9:00;158
19/01/2020 9:30;158
19/01/2020 10:00;158
19/01/2020 10:30;158
19/01/2020 11:00;158
19/01/2020 11:30;151,0290167
19/01/2020 12:00;146,305525
19/01/2020 12:30;146,0624806
19/01/2020 13:00;145,3051922
19/01/2020 13:30;144,9292206
19/01/2020 14:00;144,7069139
19/01/2020 14:30;146
19/01/2020 15:00;146,3043028
19/01/2020 15:30;146
