DateTime;Parking Prat del Ll. plazas totales
17/01/2020 18:30;167,3220741
17/01/2020 19:00;180,888229
17/01/2020 19:30;188,9548162
17/01/2020 20:00;195,3974922
17/01/2020 20:30;201,2199233
17/01/2020 21:00;213,2316358
17/01/2020 21:30;223,6167036
17/01/2020 22:00;231,3085303
17/01/2020 22:30;239,1114489
17/01/2020 23:00;243,6662251
17/01/2020 23:30;246,6955355
18/01/2020 0:00;247,7688752
18/01/2020 0:30;247,904144
18/01/2020 1:00;247,2556965
18/01/2020 1:30;249,5400086
18/01/2020 2:00;250,7956342
18/01/2020 2:30;249,992595
18/01/2020 3:00;253,6074431
18/01/2020 3:30;254,6226596
18/01/2020 4:00;251,1993656
18/01/2020 4:30;245,4774664
18/01/2020 5:00;241,3973999
18/01/2020 5:30;236,6306491
18/01/2020 6:00;229,2892437
18/01/2020 6:30;226,3584067
18/01/2020 7:00;220,8675777
18/01/2020 7:30;219,9572065
18/01/2020 8:00;218,9683631
18/01/2020 8:30;214,5718607
18/01/2020 9:00;190,7623335
18/01/2020 9:30;176,7158843
18/01/2020 10:00;145,8768978
18/01/2020 10:30;117,7578189
18/01/2020 11:00;92,41158947
18/01/2020 11:30;58,23627082
18/01/2020 12:00;31,91780704
18/01/2020 12:30;28,02735124
18/01/2020 13:00;36,42416674
18/01/2020 13:30;36,60140663
18/01/2020 14:00;36,96629462
18/01/2020 14:30;12,117
18/01/2020 15:00;6,199992363
18/01/2020 15:30;1,840500779
18/01/2020 16:00;0
18/01/2020 16:30;0
18/01/2020 17:00;0
18/01/2020 17:30;0,886594877
18/01/2020 18:00;5,021528395
18/01/2020 18:30;23,76145621
18/01/2020 19:00;57,84855736
18/01/2020 19:30;61,4501455
18/01/2020 20:00;59,45693535
18/01/2020 20:30;57,99934787
18/01/2020 21:00;57,85665523
18/01/2020 21:30;58,42846865
18/01/2020 22:00;62,7558499
18/01/2020 22:30;69,04596143
18/01/2020 23:00;72,67064039
18/01/2020 23:30;74,21046463
19/01/2020 0:00;74,03519935
19/01/2020 0:30;74,52164465
19/01/2020 1:00;73,85691081
19/01/2020 1:30;74,90687597
19/01/2020 2:00;74,10430001
19/01/2020 2:30;75,1855
19/01/2020 3:00;74,99356839
19/01/2020 3:30;75,0099
19/01/2020 4:00;74,86622693
19/01/2020 4:30;70,73664975
19/01/2020 5:00;71,87618532
19/01/2020 5:30;71,08074148
19/01/2020 6:00;69,17634576
19/01/2020 6:30;65,32326246
19/01/2020 7:00;60,98052718
19/01/2020 7:30;59,2876825
19/01/2020 8:00;54,25670334
19/01/2020 8:30;55,2375127
19/01/2020 9:00;57,27571662
19/01/2020 9:30;58,78644571
19/01/2020 10:00;56,94148429
19/01/2020 10:30;55,57194951
19/01/2020 11:00;52,18831942
19/01/2020 11:30;50,97982459
