DateTime;Parking Vilanova Renfe plazas totales
14/01/2020 16:30;280,6779953
14/01/2020 17:00;289,8880177
14/01/2020 17:30;295,5528191
14/01/2020 18:00;307,2779646
14/01/2020 18:30;321,1791338
14/01/2020 19:00;344,4802832
14/01/2020 19:30;357,3042272
14/01/2020 20:00;371,8002431
14/01/2020 20:30;382,7591426
14/01/2020 21:00;389,5636923
14/01/2020 21:30;396,4401131
14/01/2020 22:00;399,8956912
14/01/2020 22:30;407,734491
14/01/2020 23:00;411,2335817
14/01/2020 23:30;415,1403448
15/01/2020 0:00;415,9796073
15/01/2020 0:30;419,8005372
15/01/2020 1:00;422,3388
15/01/2020 1:30;422,3388
15/01/2020 2:00;422,3388
15/01/2020 2:30;422,3388
15/01/2020 3:00;422,3388
15/01/2020 3:30;422,3388
15/01/2020 4:00;422,9689896
15/01/2020 4:30;411,6603701
15/01/2020 5:00;408,7845013
15/01/2020 5:30;402,5796896
15/01/2020 6:00;390,7497115
15/01/2020 6:30;352,0282331
15/01/2020 7:00;309,3936038
15/01/2020 7:30;288,2854112
15/01/2020 8:00;262,9053105
15/01/2020 8:30;252,59922
15/01/2020 9:00;242,7083603
15/01/2020 9:30;238,3692673
15/01/2020 10:00;237,8212308
15/01/2020 10:30;230,9930896
15/01/2020 11:00;231,6061459
15/01/2020 11:30;224,7962018
15/01/2020 12:00;221,3816872
15/01/2020 12:30;219,0901118
15/01/2020 13:00;219,8686493
15/01/2020 13:30;225,5725265
15/01/2020 14:00;229,199307
15/01/2020 14:30;235,2091836
15/01/2020 15:00;248,3964228
15/01/2020 15:30;262,255667
15/01/2020 16:00;275,1657933
15/01/2020 16:30;285,1779631
15/01/2020 17:00;297,62946
15/01/2020 17:30;301,0515211
15/01/2020 18:00;307,4149347
15/01/2020 18:30;326,6658126
15/01/2020 19:00;349,0078428
15/01/2020 19:30;360,2829741
15/01/2020 20:00;374,6960531
15/01/2020 20:30;377,383977
15/01/2020 21:00;386,1023966
15/01/2020 21:30;395,1455904
15/01/2020 22:00;404,3725598
15/01/2020 22:30;408,2648048
15/01/2020 23:00;408,9595579
15/01/2020 23:30;413,5524049
16/01/2020 0:00;414,9066103
16/01/2020 0:30;417,0540851
16/01/2020 1:00;420,9573795
16/01/2020 1:30;421,9919327
16/01/2020 2:00;422,402
16/01/2020 2:30;422,402
16/01/2020 3:00;423,3403579
16/01/2020 3:30;423,316
16/01/2020 4:00;422,7194444
16/01/2020 4:30;412,0083975
16/01/2020 5:00;408,3218563
16/01/2020 5:30;400,4867782
16/01/2020 6:00;388,2888873
16/01/2020 6:30;358,3446068
16/01/2020 7:00;316,6239627
16/01/2020 7:30;291,3254724
16/01/2020 8:00;260,4707455
16/01/2020 8:30;248,0692588
16/01/2020 9:00;240,1711315
16/01/2020 9:30;233,5116593
16/01/2020 10:00;230,147856
16/01/2020 10:30;238,1150418
16/01/2020 11:00;237,5461276
16/01/2020 11:30;235,0285726
16/01/2020 12:00;234,6894765
16/01/2020 12:30;236,001012
16/01/2020 13:00;234,0069944
16/01/2020 13:30;238,1687127
16/01/2020 14:00;242,7714433
16/01/2020 14:30;248,4679751
16/01/2020 15:00;259,0116118
16/01/2020 15:30;268,5380707
16/01/2020 16:00;279,099603
16/01/2020 16:30;294,3504715
16/01/2020 17:00;296,7530832
16/01/2020 17:30;300,4229243
16/01/2020 18:00;310,0610813
16/01/2020 18:30;322,0455518
16/01/2020 19:00;343,1172862
16/01/2020 19:30;359,4501542
16/01/2020 20:00;380,3821346
16/01/2020 20:30;390,8577826
16/01/2020 21:00;398,8324944
16/01/2020 21:30;402,5858686
16/01/2020 22:00;410,7730941
16/01/2020 22:30;418,0867882
16/01/2020 23:00;421,19091
16/01/2020 23:30;425,4301739
17/01/2020 0:00;428,0240255
17/01/2020 0:30;431,0612624
17/01/2020 1:00;434,0663194
17/01/2020 1:30;435,7716292
17/01/2020 2:00;436,4664
17/01/2020 2:30;436,4664
17/01/2020 3:00;436,4300355
17/01/2020 3:30;436,432
17/01/2020 4:00;435,8090277
17/01/2020 4:30;423,9158666
17/01/2020 5:00;421,6824151
17/01/2020 5:30;416,3570222
17/01/2020 6:00;407,5223466
17/01/2020 6:30;376,775544
17/01/2020 7:00;339,7210915
17/01/2020 7:30;318,3108934
17/01/2020 8:00;298,2167053
17/01/2020 8:30;286,8618016
17/01/2020 9:00;284,905486
17/01/2020 9:30;281,2759826
17/01/2020 10:00;276,4307009
17/01/2020 10:30;273,3816487
17/01/2020 11:00;272,2769135
17/01/2020 11:30;268,823085
17/01/2020 12:00;267,707141
17/01/2020 12:30;263,9884123
17/01/2020 13:00;263,8108803
17/01/2020 13:30;269,4038652
17/01/2020 14:00;276,4048624
17/01/2020 14:30;284,55451
17/01/2020 15:00;297,364072
17/01/2020 15:30;312,5518899
